title,budget_new,runtime,genres,genres_new,revenue
The Double Life of Veronique,22531334,97,Drama,1,1999955
The Dressmaker,11930000,118,Drama,1,18340000
The Drop,12600000,106,Drama,1,19054534
The Dry Land,22531334,92,Drama,1,12000
The Duelist,12823507,110,Action,3,6101904
The DUFF,8500000,100,Romance,11,43528634
The Eagle,25000000,114,Adventure,4,27122040
The Eagle Huntress,22531334,87,Family,13,3162153
The Edge of Heaven,3800000,122,Drama,1,17804565
The Edge of Seventeen,9000000,104,Comedy,2,18803648
The Eiger Sanction,22531334,123,Action,3,14200000
The Electric Horseman,22531334,122,Drama,1,61801971
The Elephant Man,5000000,124,Drama,1,26010864
The End of Evangelion,22531334,87,Animation,8,20000000
The Endurance: Shackleton's Legendary Antarctic Expedition,22531334,97,Documentary,9,2452566
The Equalizer,55000000,132,Thriller,7,192330738
The Evil Dead,350000,85,Horror,5,29400000
The Ex,22531334,90,Comedy,2,3091922
The Exorcism of Emily Rose,19000000,122,Crime,6,144216468
The Exorcist,8000000,122,Drama,1,441306145
The Expendables,80000000,103,Thriller,7,274470394
The Expendables 3,90000000,127,Action,3,206172544
The Extra Man,7000000,108,Comedy,2,453079
The Extraordinary Adventures of Adèle Blanc-Sec,25000000,105,Fantasy,10,34100000
The Face of Love,4000000,92,Drama,1,350006
The Fall of the Roman Empire,19000000,188,War,15,4750000
The Family,30000000,111,Crime,6,36894225
The Family Fang,22531334,105,Comedy,2,262921
The Fan,55000000,116,Drama,1,18626419
The Fast and the Furious,38000000,106,Action,3,207283925
The Fast and the Furious: Tokyo Drift,85000000,104,Action,3,158468292
The Fault in Our Stars,12000000,125,Romance,11,307166834
The Field,22531334,110,Drama,1,1494399
The Fifth Element,90000000,126,Adventure,4,263920180
The Fifth Estate,28000000,128,Drama,1,8555008
The Fighter,25000000,116,Drama,1,93617009
The Final Cut,22531334,96,Action,3,551281
The Finest Hours,80000000,114,Action,3,52099090
The First Power,10000000,98,Crime,6,22424195
The First Wives Club,26000000,102,Comedy,2,116400000
The Fisher King,24000000,137,Comedy,2,41895491
The Flintstones in Viva Rock Vegas,83000000,90,Science Fiction,12,59468275
The Flowers of War,94000000,145,Drama,1,95311434
The Fly,700000,94,Drama,1,3000000
The Fog,18000000,100,Horror,5,46201432
The Fourth Kind,10000000,98,Mystery,14,42333295
The Fourth War,22531334,91,Drama,1,1305887
The French Connection,1800000,104,Action,3,41158757
The Frighteners,30000000,110,Horror,5,29359216
The Frozen Ground,27220000,105,Thriller,7,5496951
The Future,22531334,94,Drama,1,13983
The Game Plan,22000000,110,Comedy,2,147880543
The Gauntlet,5500000,109,Drama,1,26414658
The General's Daughter,60000000,116,Crime,6,149705852
The Getaway,22531334,115,Drama,1,30
The Gift,10000000,111,Horror,5,12008642
The Gift,5000000,108,Thriller,7,58978653
The Girl Next Door,25000000,108,Comedy,2,30411183
The Girl Who Played with Fire,22531334,129,Drama,1,66995253
The Girlfriend Experience,1700000,77,Comedy,2,1007962
The Glass House,30000000,106,Drama,1,23619609
The Goalie's Anxiety at the Penalty Kick,410000,101,Crime,6,100
The Godfather,6000000,175,Drama,1,245066411
The Godfather: Part III,54000000,162,Crime,6,136766062
The Golden Compass,180000000,113,Adventure,4,372234864
The Good Dinosaur,175000000,93,Adventure,4,331926147
The Good Doctor,6000000,93,Drama,1,5206
The Good Shepherd,85000000,167,Drama,1,59908565
The Goodbye Girl,22531334,111,Comedy,2,102000000
The Gorgeous Hussy,1119000,103,Drama,1,2019000
The Grandmaster,3860000,130,Action,3,64076736
The Grass Is Greener,22531334,104,Comedy,2,6000000
The Great Buck Howard,22531334,87,Comedy,2,900689
The Great Debaters,15000000,126,Drama,1,30226144
The Great Dictator,2000000,125,Comedy,2,11000000
The Great Outdoors,24000000,91,Comedy,2,43455230
The Great Race,12000000,160,Adventure,4,25333333
The Great Raid,80000000,132,Action,3,10166502
The Great Waldo Pepper,22531334,108,Action,3,20642922
The Great Wall,150000000,103,Action,3,331957105
The Greatest Movie Ever Sold,22531334,87,Comedy,2,621951
The Green Hornet,120000000,119,Action,3,227817248
The Grey,25000000,117,Action,3,77278331
The Grudge 3,5000000,90,Mystery,14,38610009
The Guardian,22531334,92,Drama,1,17037887
The Guide,722083,120,History,17,499168
The Gun in Betty Lou's Handbag,13000000,89,Comedy,2,3721911
The Guns of Navarone,6000000,158,Action,3,28900000
The Hand,6500000,104,Drama,1,566736
The Handmaiden,8575000,145,Thriller,7,1983204
The Hangover,35000000,100,Comedy,2,459270619
The Hangover Part III,103000000,100,Comedy,2,362000072
The Happening,60000000,91,Thriller,7,163403799
The Hard Way,22531334,111,Action,3,65595485
The Hateful Eight,44000000,167,Crime,6,155760117
The Haunted Mansion,90000000,87,Thriller,7,182290266
The Haunting,80000000,113,Horror,5,91188905
The Heart is Deceitful Above All Things,74050,98,Drama,1,176153
The Hero,22531334,97,Drama,1,3384747
The Hijack That Went South,1800000,93,Action,3,532269
The Hills Have Eyes,230000,89,Horror,5,25000000
The Hitcher,6000000,97,Action,3,5844868
The Hobbit: An Unexpected Journey,250000000,169,Adventure,4,1021103568
The Hobbit: The Desolation of Smaug,250000000,161,Adventure,4,958400000
The Holiday,85000000,136,Comedy,2,194168700
The Horse Whisperer,60000000,170,Drama,1,186883563
The Horseman on the Roof,35000000,135,War,15,15000000
The Host,44000000,125,Action,3,63327201
The Hours,25000000,114,Drama,1,41597830
The Hunger,22531334,97,Horror,5,5979292
The Hunger Games: Mockingjay - Part 2,160000000,137,Action,3,653428261
The Hurricane,50000000,146,Drama,1,73956241
The Hustler,2000000,134,Drama,1,7600000
The Iceman,20000000,105,Thriller,7,1969193
The Ides of March,12500000,101,Drama,1,75993061
The Illusionist,18000000,80,Animation,8,5602431
The Impossible,42000000,113,Thriller,7,180274123
The Incredibles,92000000,115,Action,3,631442092
The Indian Runner,7000000,127,Drama,1,191125
The Informant!,22000000,108,Drama,1,35424826
The Informers,18000000,98,Drama,1,382174
The Inhabited Island 2: Rebellion,22531334,99,Action,3,5873871
The Insider,90000000,157,Drama,1,60289912
The Internet's Own Boy: The Story of Aaron Swartz,22531334,105,Crime,6,48911
The Internship,58000000,119,Comedy,2,44000000
The Interview,44000000,112,Action,3,12342632
The Intouchables,13000000,112,Drama,1,426480871
The Invasion,80000000,99,Science Fiction,12,15071514
The Invincible Iron Man,22531334,83,Animation,8,5300000
The Invisible Woman,22531334,111,Drama,1,1234254
The Iron Lady,13000000,105,History,17,114956699
The Irony of Fate. The Sequel,5000000,125,Comedy,2,55635037
The Island of Dr. Moreau,40000000,96,Fantasy,10,49627779
The Italian Job,60000000,110,Action,3,176070171
The Jackal,60000000,124,Action,3,159330280
The Jacket,29000000,103,Drama,1,21126225
The Judge,50000000,141,Drama,1,83719388
The Jungle Book 2,20000000,72,Family,13,135680000
The Karate Kid,40000000,140,Action,3,357852395
"The Karate Kid, Part II",113,113,Adventure,4,115103979
The Keep,6000000,96,Horror,5,3661757
The Kid,250000,68,Comedy,2,2500000
The Kids Are All Right,3500000,106,Comedy,2,34705850
The King and I,25000000,87,Animation,8,12000000
The Kingdom,70000000,110,Thriller,7,86658558
The Kite Runner,20000000,128,Drama,1,73276047
The Lake House,40000000,99,Romance,11,114830111
The Last Castle,72000000,131,Action,3,27642707
The Last Circus,7000000,101,Action,3,3218666
The Last Dragon,10000000,108,Action,3,25754284
The Last Emperor,23000000,163,Drama,1,43984230
The Last Exorcism Part II,5000000,88,Horror,5,15179302
The Last Flight of Noah's Ark,22531334,97,Adventure,4,11000000
The Last Godfather,13400000,100,Action,3,16700000
The Last House on the Left,15000000,110,Crime,6,32721635
The Last King of Scotland,6000000,121,Drama,1,48027970
The Last Legion,67000000,102,Action,3,25303038
The Last Mimzy,22531334,94,Adventure,4,27297451
The Last of the Mohicans,40000000,112,Action,3,75505856
The Last Starfighter,15000000,101,Adventure,4,28733290
The Last Supper,22531334,92,Comedy,2,442965
The Last Temptation of Christ,7000000,164,Drama,1,8373585
The Last Unicorn,22531334,92,Fantasy,10,6455530
The Last Wave,810000,106,Drama,1,1258000
The Last Witch Hunter,90000000,106,Fantasy,10,146936910
The Lazarus Effect,3300000,83,Thriller,7,64110728
The Lazarus Project,9750000,99,Drama,1,558000
The Legend I,22531334,106,Adventure,4,3956913
The Legend of Bagger Vance,80000000,126,Fantasy,10,39459427
The Legend of Bhagat Singh,3000000,155,Drama,1,6000000
The Legend of Boggy Creek,100000,90,Mystery,14,22000000
The Legend of Zorro,75000000,129,Action,3,142400065
"The Life and Death of 9413, a Hollywood Extra",22531334,11,Comedy,2,97
The Life Aquatic with Steve Zissou,50000000,119,Adventure,4,34808403
The Life of David Gale,50000000,130,Drama,1,38955598
The Limey,10000000,89,Action,3,3193102
The Lion King,45000000,89,Family,13,788241776
The Little Mermaid,40000000,83,Animation,8,222300000
The Little Vampire,22000000,95,Family,13,13555988
The Lives of Others,2000000,137,Drama,1,70000000
The Living Daylights,40000000,130,Action,3,191185897
The Living Sea,22531334,40,Documentary,9,87600000
The Lobster,4000000,118,Thriller,7,15656193
The Locusts,22531334,124,Drama,1,10082
The Loft,14000000,108,Thriller,7,10076790
The Long Kiss Goodnight,65000000,120,Crime,6,89456761
The Longest Day,10000000,178,Action,3,50100000
The Longest Yard,82000000,113,Comedy,2,190320568
The Lookout,16000000,99,Crime,6,5367030
The Lord of the Rings,4000000,132,Fantasy,10,30471420
The Lord of the Rings: The Fellowship of the Ring,93000000,178,Adventure,4,871368364
The Lord of the Rings: The Two Towers,79000000,179,Adventure,4,926287400
The Lost Boys,8500000,97,Horror,5,32222567
The Lost City of Z,30000000,140,Action,3,8574339
The Lost Weekend,1250000,101,Drama,1,11000000
The Love Guru,62000000,87,Comedy,2,41819064
The Lovely Bones,65000000,136,Fantasy,10,93525586
The Lunchbox,1000000,104,Drama,1,4235151
The Machinist,5000000,101,Thriller,7,8203235
The Magdalene Sisters,22531334,119,Drama,1,20957001
The Magnificent Seven,90000000,132,Adventure,4,162360636
The Magnificent Seven,2000000,128,Western,18,4905000
The Man,22531334,83,Action,3,12382362
The Man Who Knew Infinity,22531334,108,Drama,1,11472454
The Man without a Face,22531334,114,Drama,1,24760338
The Manchurian Candidate,80000000,129,Drama,1,96105964
The Manhattan Project,18000000,118,Science Fiction,12,3900000
The Marine,20000000,92,Action,3,22165608
The Martian,108000000,141,Drama,1,630161890
The Mask,23000000,101,Romance,11,351583407
The Mask of Zorro,95000000,136,Action,3,250288523
The Master,32000000,137,Drama,1,28258060
The Matador,10000000,96,Action,3,17297244
The Mean Season,22531334,103,Mystery,14,4300000
The Measure of a Man,22531334,93,Drama,1,106498
The Mechanic,40000000,93,Action,3,51070807
The Meddler,3200000,100,Comedy,2,4267218
The Men Who Stare at Goats,24000000,93,Comedy,2,68729358
The Merry Widow,592,137,Romance,11,1
The Messenger: The Story of Joan of Arc,60000000,148,Adventure,4,66976317
The Mexican,57000000,123,Action,3,147845033
The Midnight Meat Train,15000000,98,Mystery,14,3533227
The Mighty Quinn,22531334,98,Action,3,4557214
The Minus Man,22531334,111,Drama,1,370668
The Miracle,22531334,110,Drama,1,50656
The Mirror Crack'd,22531334,105,Crime,6,11000000
The Misfits,4000000,124,Drama,1,8200000
The Missing Picture,22531334,95,Documentary,9,52164
The Missionary,22531334,90,Comedy,2,7241180
The Mist,18000000,126,Science Fiction,12,57096190
The Molly Maguires,11000000,124,Drama,1,2200000
The Monk,11000000,101,Thriller,7,807535
The Monster Squad,12000000,82,Horror,5,3769990
The Morning After,22531334,102,Crime,6,25147055
The Mortal Instruments: City of Bones,60000000,130,Action,3,90565421
The Mostly Unfabulous Social Life of Ethan Green,22531334,88,Comedy,2,152810
The Motorcycle Diaries,22531334,126,Drama,1,16756372
The Mudge Boy,800000,94,Drama,1,62852
The Mummy,125000000,110,Thriller,7,407778013
The Muppet Movie,22531334,97,Adventure,4,76657000
The Musketeer,40000000,104,Action,3,27053815
The National Shotgun,22531334,95,Comedy,2,1622164
The NeverEnding Story,27000000,102,Drama,1,20158808
The New World,30000000,135,Drama,1,30536013
The Next Best Thing,25000000,108,Comedy,2,24362772
The Next Three Days,30000000,133,Romance,11,51148651
The Nice Guys,50000000,116,Action,3,62788218
The Night We Never Met,22531334,99,Romance,11,1884814
The Nightmare,22531334,90,Horror,5,28281
The Notebook,22531334,112,Drama,1,66559
The November Man,15000000,108,Crime,6,32556119
The Nutcracker,19000000,93,Family,13,2119994
The Odd Couple,22531334,106,Comedy,2,44527234
The Odd Life of Timothy Green,22531334,105,Fantasy,10,51854875
The One,49000000,87,Action,3,72700000
The One and Only,22531334,106,Comedy,2,5405313
The One and Only,22531334,97,Comedy,2,16928137
The Order,35000000,102,Drama,1,11560806
The Other Woman,30000000,98,Drama,1,102000000
The Other Woman,40000000,109,Comedy,2,196781193
The Ottoman Lieutenant,40000000,111,Romance,11,240978
The Outsiders,10000000,91,Crime,6,33697647
The Overnight,22531334,80,Mystery,14,1100000
The Pacifier,56000000,95,Action,3,113006880
The Package,22531334,93,Action,3,1469
The Pagemaster,27000000,80,Fantasy,10,13670688
The Passion of the Christ,30000000,127,Drama,1,611899420
The Perfect Game,12500000,118,Drama,1,3878993
The Perfect Guy,12000000,100,Drama,1,60273173
The Perfect Storm,120000000,130,Drama,1,325756637
The Phantom,45000000,100,Adventure,4,17300889
The Physician,32000000,155,Adventure,4,57284237
The Piano,7000000,121,Drama,1,116700000
The Pink Panther,22531334,115,Comedy,2,10878107
The Pirate Bay: Away From Keyboard,22531334,82,Documentary,9,34664
The Pirates of Penzance,22531334,112,Comedy,2,694497
The Pirates! In an Adventure with Scientists!,60000000,88,Animation,8,118338361
The Place Beyond the Pines,15000000,140,Drama,1,35485608
The Player,8000000,124,Comedy,2,21706101
The Polar Express,165000000,100,Adventure,4,305875730
The Portrait of a Lady,22531334,144,Drama,1,3692836
The Possession,14000000,92,Horror,5,85446075
The Powerpuff Girls Movie,10000000,77,Animation,8,11411644
The Preacher's Wife,40000000,124,Fantasy,10,48093211
The Prestige,40000000,130,Drama,1,109676311
The Pretty One,22531334,90,Comedy,2,13769
The Prince of Egypt,70000000,99,Adventure,4,218613188
The Princess Bride,16000000,98,Adventure,4,30857814
The Princess Diaries,37000000,115,Comedy,2,165335153
The Princess Diaries 2: Royal Engagement,40000000,113,Comedy,2,95149435
The Princess of Montpensier,14734000,139,Action,3,6775121
The Private Life of Sherlock Holmes,10000000,125,Adventure,4,1500000
The Producers,45000000,134,Comedy,2,38058335
The Program,22531334,112,Drama,1,23042200
The Purge: Anarchy,9000000,104,Horror,5,108782847
The Pyramid,6500000,89,Horror,5,13865435
The Queen,15000000,103,Drama,1,123384128
The Quick and the Dead,32000000,107,Action,3,18552460
The Raid 2,4500000,150,Action,3,2627209
The Rapture,1227401,100,Mystery,14,1277401
The Raven,26000000,111,Crime,6,29657751
The Reaping,40000000,99,Thriller,7,62771059
The Recruit,22531334,115,Action,3,101191884
The Red Baron,18000000,120,Action,3,40239
The Red Turtle,22531334,80,Animation,8,921974
The Reluctant Fundamentalist,22531334,130,Thriller,7,519535
The Return of Swamp Thing,22531334,84,Horror,5,192816
The Return of the Pink Panther,5000000,113,Mystery,14,41833347
The Revenant,135000000,156,Western,18,532950503
The Ring Two,50000000,110,Drama,1,161451538
The River,18000000,122,Drama,1,11500000
The Road,32000000,111,Adventure,4,27635305
The Robe,4100000,135,Drama,1,36000000
The Rock,75000000,136,Action,3,335062621
The Rocket: The Legend of Rocket Richard,8000000,124,Drama,1,2019009
The Rocky Horror Picture Show,1200000,100,Comedy,2,112892319
The Romantics,4500000,95,Comedy,2,123820
The Rose,9250000,125,Drama,1,29174648
The Rover,12250000,103,Crime,6,2295423
The Rugrats Movie,30000000,79,Animation,8,100491683
The Sacrament,4000000,99,Horror,5,9221
The Sacrifice,22531334,149,Drama,1,300653
The Saint,68000000,116,Thriller,7,118063304
The Saint of Gamblers,22531334,98,Action,3,13
The Salesman,22531334,125,Drama,1,2402067
The Salvation,10500000,100,Drama,1,42070000
The Sand Pebbles,12000000,182,Action,3,20000000
The Santa Clause 3: The Escape Clause,12000000,98,Comedy,2,84500122
The Satanic Rites of Dracula,22531334,87,Horror,5,544476
The Scarlet Letter,50000000,135,Drama,1,10382407
The Score,68000000,124,Action,3,71069884
The Scorpion King,60000000,92,Action,3,165333180
The Secret Life of Walter Mitty,90000000,114,Adventure,4,188133322
The Secret of Moonacre,12000000,103,Adventure,4,7070330
The Secret of My Success,12000000,111,Comedy,2,110996879
The Secret Scripture,22531334,108,Drama,1,152761
The Sentinel,60000000,108,Action,3,77920346
The Serpent and the Rainbow,7000000,98,Horror,5,19595031
The Sessions,1000000,98,Drama,1,9138338
The Shack,20000000,132,Drama,1,57330873
The Shawshank Redemption,25000000,142,Drama,1,28341469
The Siege,70000000,116,Drama,1,116672912
The Signal,50000,103,Action,3,249905
The Silver Chalice,4500000,142,Drama,1,3200000
The Simpsons Movie,75000000,87,Animation,8,527068851
The Single Moms Club,22531334,111,Drama,1,16337881
The Sisterhood of the Traveling Pants 2,27000000,117,Adventure,4,44352417
The Skeleton Key,43000000,104,Drama,1,91974818
The Slugger's Wife,22531334,105,Drama,1,1878561
The Smurfs 2,105000000,105,Fantasy,10,347434178
The Soloist,60000000,109,Drama,1,31720158
The Song,22531334,116,Music,16,1009620
The Song of Sparrows,22531334,96,Drama,1,115605
The Sorcerer's Apprentice,150000000,109,Fantasy,10,215283742
The Spacewalker,7075038,140,Adventure,4,9868942
The Spanish Apartment,5300000,122,Drama,1,3897799
The Spanish Prisoner,10000000,110,Crime,6,13835130
The Spy,6000000,99,Action,3,4588176
The Spy Who Loved Me,14000000,125,Adventure,4,185438673
The Station Agent,500000,88,Drama,1,8679814
The Stepford Wives,90000000,93,Action,3,102000000
The Sting II,22531334,102,Action,3,6347072
The Stone Angel,22531334,116,Drama,1,473993
The Stroller Strategy,22531334,90,Comedy,2,3462
The Swan Princess,35000000,89,Animation,8,9771658
The Swan Princess: Escape from Castle Mountain,22531334,71,Fantasy,10,273644
The Sweetest Thing,43000000,84,Romance,11,68696770
The Taking of Tiger Mountain,22531334,141,Thriller,7,228984
The Tale of the Princess Kaguya,49300000,137,Animation,8,24186232
The Ten Commandments,13000000,220,Drama,1,122700000
The Terminal,60000000,128,Comedy,2,219417255
The Terminator,6400000,108,Action,3,78371200
The Terror Within,22531334,90,Horror,5,858591
The Terrorist,24554,95,Drama,1,140021
The Theory of Everything,15000000,123,Drama,1,123726688
The Thief of Bagdad,1135654,149,Action,3,1213880
The Thing,35000000,103,Horror,5,28128670
The Third Man,22531334,104,Thriller,7,596349
The Thirteenth Floor,16000000,100,Thriller,7,18564088
The Three Burials of Melquiades Estrada,15000000,121,Adventure,4,12036149
The Three Musketeers,30000000,105,Action,3,53898845
The Three Musketeers,75000000,110,Adventure,4,132274484
The Three Stooges,30000000,92,Comedy,2,54819301
The Tiger: An Old Hunter's Tale,5000,139,Action,3,11083449
The To Do List,1500000,104,Comedy,2,3566225
The Tourist,100000000,103,Action,3,278731369
The Town,37000000,125,Crime,6,154026136
The Tracey Fragments,700000,77,Drama,1,31576
The Train,5800000,133,Action,3,6800000
The Transformers: The Movie,6000000,84,Animation,8,5849647
The Transporter,21000000,92,Action,3,43928932
The Treasure of the Sierra Madre,3800000,126,Action,3,4307000
The Tree of Life,32000000,139,Drama,1,54674226
The Trip to Bountiful,22531334,108,Drama,1,7218340
The Trouble with Harry,1200000,99,Comedy,2,7000000
The Truman Show,60000000,103,Comedy,2,264118201
The Trumpet Of The Swan,22531334,75,Animation,8,100202
"The Tulse Luper Suitcases, Part 1: The Moab Story",10000000,127,War,15,25800
The Twilight Saga: Eclipse,68000000,124,Adventure,4,698491347
The Twilight Saga: New Moon,50000000,130,Adventure,4,709827462
The Twilight Samurai,5000000,129,Action,3,7338987
The Ugly Truth,38000000,96,Comedy,2,205298907
The Unbearable Lightness of Being,17000000,171,Comedy,2,10006806
The Unborn,16000000,87,Horror,5,76514050
The Valet,22531334,85,Comedy,2,29326868
The Valley of Decision,2160000,119,Drama,1,9132000
The Virgin Suicides,6000000,97,Drama,1,10409377
The Visit,5000000,94,Horror,5,98450062
The Visitor,22531334,104,Crime,6,9234510
The Visual Bible: The Gospel of John,10000000,125,Drama,1,4069090
The Vow,30000000,104,Drama,1,196114570
The Wackness,6000000,99,Drama,1,2899975
The Wall,22531334,89,Drama,1,1803009
The War Tapes,22531334,97,Documentary,9,254190
The Warriors,4000000,93,Action,3,22490039
The Warrior's Way,42000000,100,Adventure,4,11087569
The Wash,7000000,93,Action,3,10229331
The Water Diviner,22500000,112,War,15,15520023
The Way of the Gun,8500000,119,Action,3,19125401
The Wedding Banquet,1000000,109,Comedy,2,6933459
The Wedding Date,15000000,88,Comedy,2,47175038
The Wedding Ringer,23000000,101,Comedy,2,79799880
The Weight of Water,16000000,113,Crime,6,109130
The Whole Nine Yards,41300000,98,Comedy,2,106371651
The Whole Ten Yards,40000000,98,Comedy,2,26155781
The Wild Bunch,6244087,145,Adventure,4,638641
The Wild Life,22531334,96,Comedy,2,9500000
The Wind in the Willows,12,84,Fantasy,10,1
The Wiz,24000000,134,Adventure,4,21049053
The Wolf of Wall Street,100000000,180,Crime,6,392000694
The Wolfpack,22531334,89,Documentary,9,1301696
The Wolverine,120000000,126,Action,3,415440673
The Women,16000000,114,Comedy,2,50007546
The Women,1688000,133,Comedy,2,2270000
The World Is Not Enough,135000000,128,Adventure,4,361832400
The World's End,20000000,109,Comedy,2,46089287
The Worst Christmas of My Life,6843500,0,Comedy,2,10703234
The Wrestler,6000000,109,Drama,1,44703995
The X Files: I Want to Believe,30000000,104,Drama,1,68369434
The Year of Living Dangerously,6000000,115,War,15,1317657
The Young Victoria,35000000,105,Drama,1,27409889
The Zero Theorem,8500000,107,Drama,1,770706
The Zookeeper's Wife,20000000,126,Drama,1,13162475
Their Finest,32745300,117,Romance,11,12173470
There Goes My Baby,10500000,99,Drama,1,123509
Thief,22531334,122,Action,3,4300000
Thief of Hearts,9000000,100,Crime,6,10364904
Things Are Tough All Over,22531334,90,Action,3,21134374
Third Person,28000000,137,Drama,1,1749201
Thirteen,2000000,100,Crime,6,4601043
This Boy’s Life,22531334,115,Drama,1,4104962
This Is 40,35000000,134,Comedy,2,88058786
This Is England,2380000,101,Drama,1,8176544
This Is Where I Leave You,19800000,103,Drama,1,41296320
This Means War,65000000,103,Action,3,156974557
Thor: Tales of Asgard,22531334,77,Adventure,4,3100000
Three Fugitives,15000000,96,Comedy,2,40590000
Three Kings,75000000,114,Action,3,108000000
Three Wishes,22531334,115,Drama,1,7025496
Throw Momma from the Train,14000000,88,Crime,6,57915972
Thumbelina,28000000,87,Animation,8,11373501
Thumbsucker,22531334,96,Comedy,2,1919197
Thunderball,5500000,130,Adventure,4,141195658
Thunderbolt and Lightfoot,22531334,115,Action,3,21700000
THX 1138,777000,86,Drama,1,2437000
Thy Womb,22531334,100,Drama,1,306
Tidal Wave,16000000,120,Action,3,11301649
Time Bandits,5000000,116,Family,13,42365581
Time Out of Mind,22531334,120,Drama,1,166775
Timecop,27000000,99,Thriller,7,101646581
Timecrimes,2600000,92,Science Fiction,12,553198
Tinker Bell and the Pirate Fairy,22531334,78,Animation,8,20300000
Tiny Furniture,65000,99,Romance,11,416498
Tiny Times,22531334,116,Drama,1,79
Titan A.E.,75000000,94,Animation,8,36754634
Titanic,1805000,98,Drama,1,4905000
To Catch a Thief,2500000,106,Crime,6,8750000
To Die For,20000000,106,Fantasy,10,21284514
To Kill a Mockingbird,2000000,129,Crime,6,13129846
To Rome with Love,17000000,111,Romance,11,73244881
To Steal from a Thief,6700000,96,Crime,6,12118661
To the Wonder,22531334,112,Drama,1,587615
Tom Jones,1000000,128,Adventure,4,37600000
Tombstone,25000000,130,Action,3,56505065
Tommy Boy,22531334,97,Comedy,2,32648673
Tomorrow,22531334,118,Documentary,9,43471
Tomorrow Never Dies,110000000,119,Adventure,4,333011068
Tomorrowland,190000000,130,Adventure,4,209154322
Toni Erdmann,3537415,162,Comedy,2,1390172
Tooth Fairy,48000000,101,Comedy,2,112462508
Top Five,22531334,102,Drama,1,25434291
Top Gun,15000000,110,Action,3,356830601
Top Hat,609000,101,Comedy,2,3202000
Topaz,4000000,143,Action,3,6000000
Total Recall,65000000,113,Action,3,261317921
Touching the Void,22531334,106,Documentary,9,13885802
Touchy Feely,22531334,89,Drama,1,35022
Tower Heist,75000000,104,Action,3,152930623
Toy Story,30000000,81,Animation,8,373554033
Tracers,11000000,94,Action,3,593683
Traces of Red,22531334,105,Drama,1,3206713
Tracks,22531334,112,Adventure,4,4878242
Traffic,48000000,147,Thriller,7,207515725
Trailer Park Boys: The Movie,5000000,95,Comedy,2,3833507
Trainspotting,4000000,93,Drama,1,16491080
Trainwreck,35000000,125,Comedy,2,140795793
Transformers,150000000,144,Adventure,4,709709780
Transformers: Dark of the Moon,195000000,154,Action,3,1123746996
Transformers: Revenge of the Fallen,150000000,150,Science Fiction,12,836297228
Transformers: The Last Knight,260000000,149,Action,3,604942143
Transporter 2,32000000,87,Action,3,85167639
Trapeze,4000000,105,Drama,1,14400000
Trapped,30000000,106,Action,3,6916869
Trapped in Paradise,22531334,111,Action,3,5777916
Tremors,11000000,96,Action,3,48572000
Tri bogatyrya i Shamakhanskaya tsaritsa,3000000,73,Animation,8,19010585
Trippin',22531334,94,Comedy,2,9016377
Tristan & Isolde,31000000,125,Drama,1,28000000
Troll Hunter,3500000,103,Fantasy,10,4159678
Trolls,125000000,92,Adventure,4,346864462
Tron,17000000,96,Science Fiction,12,33000000
TRON: Legacy,170000000,125,Adventure,4,400062763
True Story,22531334,100,Crime,6,4719695
Trust,9500000,104,Crime,6,120000
Truth,9600000,121,Drama,1,2541554
Tuck Everlasting,15000000,90,Drama,1,19158074
"Tuesday, After Christmas",22531334,99,Drama,1,20666
Tum Bin,22531334,158,Romance,11,1486992
Turbulence,55000000,100,Action,3,11466088
Tutto tutto niente niente,5579750,0,Comedy,2,8927600
Twelve O'Clock High,22531334,132,War,15,3225000
Twice Upon a Yesterday,22531334,91,Comedy,2,258464
Twins,15000000,107,Comedy,2,216614388
Two Brothers,74500000,109,Adventure,4,62172050
"Two Days, One Night",7000000,95,Drama,1,6860853
Two Lovers,12000000,110,Drama,1,3148182
Two Moon Junction,22531334,104,Drama,1,1547397
Tyrannosaur,22531334,93,Drama,1,22321
U Turn,19000000,125,Thriller,7,6682098
U.S. Marshals,60000000,131,Thriller,7,102367405
U2 3D,15000000,85,Music,16,22730842
U-571,62000000,116,Action,3,127666415
Ultimate Avengers 2,22531334,73,Adventure,4,7900000
Unbroken,65000000,137,Drama,1,163442937
Uncommon Valor,22531334,105,Action,3,27900000
Under Electric Clouds,22531334,137,Drama,1,80551
Under Suspicion,22531334,99,Crime,6,221295
Under the Boardwalk,22531334,102,Comedy,2,147542
Under the Rainbow,20000000,98,Comedy,2,2297493
Undercover Blues,22531334,90,Comedy,2,12416686
Undercover Brother,25000000,86,Action,3,41604473
Undertow,22531334,108,Drama,1,143597
Undiscovered,9000000,97,Comedy,2,1046166
Unforgettable,12000000,100,Drama,1,17768012
Unfriended,1000000,82,Horror,5,62882090
Uninvited Guest,22531334,116,Drama,1,170832
United 93,15000000,111,Drama,1,76286096
Universal Soldier: Regeneration,14000000,97,Adventure,4,875386
Unknown,30000000,113,Action,3,130786397
Unknown,3700000,98,Crime,6,3338228
Untraceable,35000000,101,Drama,1,32483410
Up in the Air,25000000,109,Drama,1,163670000
Upstream Color,100000,96,Drama,1,444098
Urban Legend,14000000,99,Horror,5,72527595
Urban Legends: Final Cut,14000000,97,Horror,5,38574362
Used Cars,8000000,113,Action,3,11715321
V for Vendetta,54000000,132,Action,3,132511035
